Biển Số Xe,Vị Trí Đỗ,Thời Gian Vào,Thời Gian Ra,Doanh Thu (VND),Ngày Hậu Kiểm
14,M-03-05,2026-06-28 17:47:32,2026-06-28 17:50:10,5000,2026-06-28 17:50:11
